letter,name,url
M,Meniere’s disease,https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/menieres-disease/
M,Menopause,https://www.nhsinform.scot/healthy-living/womens-health/later-years-around-50-years-and-over#menopause-and-post-menopause-health
M,Mesothelioma,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/mesothelioma/
M,Middle ear infection (otitis media),https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/middle-ear-infection-otitis-media/
M,Migraine,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/migraine/
M,Minor head injury,https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/minor-head-injury/
M,Miscarriage,https://www.nhsinform.scot/illnesses-and-conditions/pregnancy-and-childbirth/miscarriage/
M,Motor neurone disease (MND),https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/motor-neurone-disease-mnd/
M,Mouth cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/mouth-cancer/
M,Mouth ulcer,https://www.nhsinform.scot/illnesses-and-conditions/mouth/mouth-ulcer/
M,Multiple myeloma,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/multiple-myeloma/
M,Multiple sclerosis (MS),https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/multiple-sclerosis-ms/
M,Multiple system atrophy (MSA),https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/multiple-system-atrophy-msa/
M,Mumps,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/mumps/
M,Munchausen’s syndrome,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/munchausens-syndrome/
M,Muscular dystrophy,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/muscular-dystrophy/
M,Myalgic encephalomyelitis (ME) or chronic fatigue syndrome (CFS),https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/myalgic-encephalomyelitis-me-or-chronic-fatigue-syndrome-cfs/
M,Myasthenia gravis,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/myasthenia-gravis/
N,Nasal and sinus cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/nasal-and-sinus-cancer/
N,Nasopharyngeal cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/nasopharyngeal-cancer/
N,Neck problems,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/neck-and-back-problems-and-conditions/neck-problems/
N,Neuroblastoma: Children,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/neuroblastoma-children/
N,Neuroendocrine tumours,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/neuroendocrine-tumours/
N,Non-alcoholic fatty liver disease (NAFLD),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/non-alcoholic-fatty-liver-disease-nafld/
N,Non-Hodgkin lymphoma,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/non-hodgkin-lymphoma/
N,Non-Hodgkin lymphoma: Children,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/non-hodgkin-lymphoma-children/
N,Norovirus,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/norovirus/
N,Nosebleed,https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/nosebleed/
O,Obesity,https://www.nhsinform.scot/illnesses-and-conditions/nutritional/obesity/
O,Obsessive compulsive disorder (OCD),https://www.nhsinform.scot/illnesses-and-conditions/mental-health/obsessive-compulsive-disorder-ocd/
O,Obstructive sleep apnoea,https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/obstructive-sleep-apnoea/
O,Oesophageal cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/oesophageal-cancer/
O,Oral thrush in adults,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/oral-thrush-in-adults/
O,Osteoarthritis,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions-that-can-affect-multiple-parts-of-the-body/osteoarthritis/
O,Osteoarthritis of the hip,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/leg-and-foot-problems-and-conditions/osteoarthritis-of-the-hip/
O,Osteoarthritis of the knee,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/leg-and-foot-problems-and-conditions/osteoarthritis-of-the-knee/
O,Osteoarthritis of the thumb,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/arm-shoulder-and-hand-problems-and-conditions/osteoarthritis-of-the-thumb/
O,Osteoporosis,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions-that-can-affect-multiple-parts-of-the-body/osteoporosis/
O,Osteosarcoma,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/osteosarcoma/
O,Outer ear infection (otitis externa),https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/otitis-externa/
O,Ovarian cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/ovarian-cancer/
O,Ovarian cancer: Teenagers and young adults,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/ovarian-cancer-teenagers-and-young-adults/
O,Ovarian cyst,https://www.nhsinform.scot/healthy-living/womens-health/middle-years-around-25-to-50-years/periods-and-menstrual-health/ovarian-cyst/
O,Overactive thyroid,https://www.nhsinform.scot/illnesses-and-conditions/glands/overactive-thyroid/
P,Pain in the ball of the foot,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/leg-and-foot-problems-and-conditions/pain-in-the-ball-of-the-foot/
P,Paget’s disease of the nipple,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/pagets-disease-of-the-nipple/
P,Pancreatic cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/pancreatic-cancer/
P,Panic disorder,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/panic-disorder/
P,Parkinson’s disease,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/parkinsons-disease/
P,Patau’s syndrome,https://www.nhsinform.scot/illnesses-and-conditions/chromosomal-conditions/pataus-syndrome/
P,Patellofemoral pain syndrome,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/leg-and-foot-problems-and-conditions/patellofemoral-pain-syndrome/
P,Pelvic inflammatory disease,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/pelvic-inflammatory-disease/
P,Pelvic organ prolapse,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/pelvic-organ-prolapse/
P,Penile cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/penile-cancer/
P,Peripheral neuropathy,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/peripheral-neuropathy/
P,Personality disorder,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/personality-disorder/
P,PIMS,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/coronavirus-covid-19/complications/pims/
P,Plantar heel pain,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/leg-and-foot-problems-and-conditions/plantar-heel-pain/
P,Pleurisy,https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/pleurisy/
P,Pneumonia,https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/pneumonia/
P,Polio,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/polio/
P,Polycystic ovary syndrome (PCOS),https://www.nhsinform.scot/healthy-living/womens-health/girls-and-young-women-puberty-to-around-25/periods-and-menstrual-health/polycystic-ovary-syndrome-pcos/
P,Polymyalgia rheumatica,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions-that-can-affect-multiple-parts-of-the-body/polymyalgia-rheumatica/
P,Post-concussion syndrome,https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/post-concussion-syndrome-pcs/
P,Post-polio syndrome,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/post-polio-syndrome/
P,Post-traumatic stress disorder (PTSD),https://www.nhsinform.scot/illnesses-and-conditions/mental-health/post-traumatic-stress-disorder-ptsd/
P,Postural orthostatic tachycardia syndrome (PoTS),https://www.nhsinform.scot/long-covid/postural-orthostatic-tachycardia-syndrome-pots/
P,Postnatal depression,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/postnatal-depression/
P,Pregnancy and baby,https://www.nhsinform.scot/ready-steady-baby/
P,Pressure ulcers,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/pressure-ulcers/
P,Progressive supranuclear palsy (PSP),https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/progressive-supranuclear-palsy-psp/
P,Prostate cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/prostate-cancer/
P,Psoriasis,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/psoriasis/
P,Psoriatic arthritis,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions-that-can-affect-multiple-parts-of-the-body/psoriatic-arthritis/
P,Psychosis,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/psychosis/
P,Pubic lice,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/pubic-lice/
P,Pulmonary hypertension,https://www.nhsinform.scot/illnesses-and-conditions/a-to-z/pulmonary-hypertension/
P,Phobias,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/phobias/
R,Rare conditions,https://www.nhsinform.scot/illnesses-and-conditions/rare-conditions/
R,Rare tumours,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/rare-tumours/
R,Raynaud’s phenomenon,https://www.nhsinform.scot/illnesses-and-conditions/a-to-z/raynauds-phenomenon/
R,Reactive arthritis,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions-that-can-affect-multiple-parts-of-the-body/reactive-arthritis/
R,Restless legs syndrome,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/restless-legs-syndrome/
R,Respiratory syncytial virus (RSV),https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/respiratory-syncytial-virus-rsv/
R,Retinoblastoma: Children,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/retinoblastoma-children/
R,Rhabdomyosarcoma,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/rhabdomyosarcoma/
R,Rheumatoid arthritis,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions-that-can-affect-multiple-parts-of-the-body/rheumatoid-arthritis/
R,Ringworm and other fungal infections,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/ringworm-and-other-fungal-infections/
R,Rosacea,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/rosacea/
S,Scabies,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/scabies/
S,Scarlet fever,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/scarlet-fever/
S,Schizophrenia,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/schizophrenia/
S,Sciatica,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/neck-and-back-problems-and-conditions/sciatica/
S,Seasonal affective disorder (SAD),https://www.nhsinform.scot/illnesses-and-conditions/mental-health/seasonal-affective-disorder-sad/
S,Sepsis,https://www.nhsinform.scot/illnesses-and-conditions/blood-and-lymph/sepsis/
S,Septic shock,https://www.nhsinform.scot/illnesses-and-conditions/blood-and-lymph/septic-shock/
S,Severe head injury,https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/severe-head-injury/
S,Shingles,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/shingles/
S,Shortness of breath,https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/shortness-of-breath/
S,Sickle cell disease,https://www.nhsinform.scot/illnesses-and-conditions/blood-and-lymph/sickle-cell-disease/
S,Sinusitis,https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/sinusitis/
S,Sjogren’s syndrome,https://www.nhsinform.scot/illnesses-and-conditions/immune-system/sjogrens-syndrome/
S,Skin cancer (melanoma),https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/skin-cancer-melanoma/
S,Skin cancer (non-melanoma),https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/skin-cancer-non-melanoma/
S,Skin light sensitivity (photosensitivity),https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/skin-light-sensitivity/skin-light-sensitivity-photosensitivity/
S,Skin rashes in children,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/skin-rashes-in-children/
S,Slapped cheek syndrome,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/slapped-cheek-syndrome/
S,Soft tissue sarcomas,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/soft-tissue-sarcomas/
S,Soft tissue sarcomas: Teenagers and young adults,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/soft-tissue-sarcomas-teenagers-and-young-adults/
S,Sore throat,https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/sore-throat/
S,Spina bifida,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/spina-bifida/
S,Spleen problems and spleen removal,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/spleen-problems-and-spleen-removal/
S,Stillbirth,https://www.nhsinform.scot/illnesses-and-conditions/pregnancy-and-childbirth/stillbirth/
S,Stomach ache and abdominal pain,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/stomach-ache-and-abdominal-pain/
S,Stomach cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/stomach-cancer/
S,Stomach ulcer,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/stomach-ulcer/
S,Streptococcus A (strep A),https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/streptococcus-a-strep-a/
S,"Stress, anxiety and low mood",https://www.nhsinform.scot/healthy-living/mental-wellbeing/
S,Stroke,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/stroke/
S,Subacromial pain syndrome,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/arm-shoulder-and-hand-problems-and-conditions/subacromial-pain-syndrome/
S,Sudden infant death syndrome (SIDS),https://www.nhsinform.scot/ready-steady-baby/early-parenthood/going-home/sleeping-safely/
S,Suicide,https://www.nhsinform.scot/surviving-suicidal-thoughts/getting-help-with-your-suicidal-thoughts/
S,Sunburn,https://www.nhsinform.scot/illnesses-and-conditions/injuries/skin-injuries/sunburn/
S,Supraventricular tachycardia,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/supraventricular-tachycardia/
S,Swollen glands,https://www.nhsinform.scot/illnesses-and-conditions/glands/swollen-glands/
S,Syphilis,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/syphilis/
S,Self-harm,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/self-harm/
T,Tennis elbow,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/arm-shoulder-and-hand-problems-and-conditions/tennis-elbow/
T,Testicular cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/testicular-cancer/
T,Testicular cancer: Teenagers and young adults,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/testicular-cancer-teenagers-and-young-adults/
T,Testicular lumps and swellings,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/testicular-lumps-and-swellings/
T,Thirst,https://www.nhsinform.scot/illnesses-and-conditions/nutritional/thirst/
T,Threadworms,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/threadworms/
T,Thrush,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/thrush/
T,Thyroid cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/thyroid-cancer/
T,Thyroid cancer: Teenagers and young adults,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/thyroid-cancer-teenagers-and-young-adults/
T,Tick bites,https://www.nhsinform.scot/illnesses-and-conditions/injuries/skin-injuries/tick-bites/
T,Tinnitus,https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/tinnitus/
T,Tonsillitis,https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/tonsillitis/
T,Tooth decay,https://www.nhsinform.scot/illnesses-and-conditions/mouth/tooth-decay/
T,Toothache,https://www.nhsinform.scot/illnesses-and-conditions/mouth/toothache/
T,Tourette’s syndrome,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/tourettes-syndrome/
T,Transient ischaemic attack (TIA),https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/transient-ischaemic-attack-tia/
T,Transverse myelitis,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/transverse-myelitis/
T,Trichomonas infection,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/trichomonas-infection/
T,Trigeminal neuralgia,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/trigeminal-neuralgia/
T,Tuberculosis (TB),https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/tuberculosis-tb/
T,Type 1 diabetes,https://www.nhsinform.scot/illnesses-and-conditions/diabetes/type-1-diabetes/
T,Type 2 diabetes,https://www.nhsinform.scot/illnesses-and-conditions/diabetes/type-2-diabetes/
U,Ulcerative colitis,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/inflammatory-bowel-disease-ibd/ulcerative-colitis/
U,Underactive thyroid,https://www.nhsinform.scot/illnesses-and-conditions/glands/underactive-thyroid/
U,Urinary incontinence,https://www.nhsinform.scot/illnesses-and-conditions/kidneys-bladder-and-prostate/urinary-incontinence/
U,Urinary incontinence in women,https://www.nhsinform.scot/healthy-living/womens-health/middle-years-around-25-to-50-years/pelvic-health/urinary-incontinence-in-women/
U,Urinary tract infection (UTI),https://www.nhsinform.scot/illnesses-and-conditions/kidneys-bladder-and-prostate/urinary-tract-infection-uti/
U,Urinary tract infection (UTI) in children,https://www.nhsinform.scot/illnesses-and-conditions/kidneys-bladder-and-prostate/urinary-tract-infection-uti-in-children/
U,Urticaria (hives),https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/hives/
V,Vaginal cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/vaginal-cancer/
V,Vaginal discharge,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/vaginal-discharge/
V,Varicose eczema,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/varicose-eczema/
V,Varicose veins,https://www.nhsinform.scot/illnesses-and-conditions/a-to-z/varicose-veins/
V,Venous leg ulcer,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/venous-leg-ulcer/
V,Vertigo,https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/vertigo/
V,Vitamin B12 or folate deficiency anaemia,https://www.nhsinform.scot/illnesses-and-conditions/nutritional/vitamin-b12-or-folate-deficiency-anaemia/
V,Vomiting in adults,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/vomiting-in-adults/
V,Vomiting in children and babies,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/vomiting-in-children-and-babies/
V,Vulval cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/vulval-cancer/
W,Warts and verrucas,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/warts-and-verrucas/
W,Whiplash,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/neck-and-back-problems-and-conditions/whiplash/
W,Whooping cough,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/whooping-cough/
W,Wilms’ tumour,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/wilms-tumour/
W,Wolff-Parkinson-White syndrome,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/wolff-parkinson-white-syndrome/
W,Womb (uterus) cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/womb-uterus-cancer/
Y,Yellow fever,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/yellow-fever/
Z,Zika virus,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/zika-virus/
