disease,symptom,url_x,disease_cleaned,letter,name
Cold sore,feeling sick (nausea),https://www.nhsinform.scot/illnesses-and-conditions/mouth/cold-sore/,cold sore,C,Cold sore
Cold sore,high temperature (fever) of 38C (100.4F) or above,https://www.nhsinform.scot/illnesses-and-conditions/mouth/cold-sore/,cold sore,C,Cold sore
Cold sore,strong sunlight,https://www.nhsinform.scot/illnesses-and-conditions/mouth/cold-sore/,cold sore,C,Cold sore
Cold sore,"swollen and irritated gums with small, painful sores in and around the mouth – this is known as herpes simplex gingivostomatitis",https://www.nhsinform.scot/illnesses-and-conditions/mouth/cold-sore/,cold sore,C,Cold sore
Cold sore,"However, if the primary infection does cause symptoms, they can be quite severe.",https://www.nhsinform.scot/illnesses-and-conditions/mouth/cold-sore/,cold sore,C,Cold sore
Cold sore,"Herpes simplex gingivostomatitis usually affects young children, but adults can also develop it. It can last 7 to 14 days, with the sores taking up to 3 weeks to heal. However, gingivostomatitis doesn’t usually happen after the primary infection.",https://www.nhsinform.scot/illnesses-and-conditions/mouth/cold-sore/,cold sore,C,Cold sore
Cold sore,Symptoms of the primary infection are rare in adults but are similar to those experienced by children.,https://www.nhsinform.scot/illnesses-and-conditions/mouth/cold-sore/,cold sore,C,Cold sore
Cold sore,tiredness and fatigue,https://www.nhsinform.scot/illnesses-and-conditions/mouth/cold-sore/,cold sore,C,Cold sore
Cold sore,herpetic keratoconjunctivitis – this causes swelling and irritation (inflammation) of your eye area and sores to develop on your eyelids,https://www.nhsinform.scot/illnesses-and-conditions/mouth/cold-sore/,cold sore,C,Cold sore
Cold sore,headaches,https://www.nhsinform.scot/illnesses-and-conditions/mouth/cold-sore/,cold sore,C,Cold sore
Cold sore,"If you develop HSV at an early age, it may be triggered periodically in later life and can cause recurring bouts of cold sores. After the primary infection, the symptoms are usually reduced to just the cold sores themselves.",https://www.nhsinform.scot/illnesses-and-conditions/mouth/cold-sore/,cold sore,C,Cold sore
Coma,Doctors assess a person’s level of consciousness using a tool called the Glasgow Coma Scale. This level is monitored constantly for signs of improvement or deterioration. The Glasgow Coma Scale assesses three things:,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/coma/,coma,C,Coma
Coma,"Someone who is in a coma is unconscious and has minimal brain activity. They’re alive, but can’t be woken up and show no signs of being aware.",https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/coma/,coma,C,Coma
Coma,"eye opening – a score of one means no eye opening, and four means opens eyes spontaneously",https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/coma/,coma,C,Coma
Coma,"verbal response to a command – a score of one means no response, and five means alert and talking",https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/coma/,coma,C,Coma
Coma,"voluntary movements in response to a command – a score of one means no response, and six means obeys commands",https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/coma/,coma,C,Coma
Common cold,The main symptoms of a cold include:,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,make you feel too unwell to continue your usual activities,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,a cough,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,A person can start spreading a cold from a few days before their symptoms start until their symptoms have gone.,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,There is a separate page on if your child has cold or flu symptoms.,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,a headache,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,high temperature (fever) – this is usually about 37°C to 39°C (98.6°F to 102.2°F),https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,sneezing,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,earache – severe earache may be a sign of a middle ear infection,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,a blocked or runny nose,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,come on quickly,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,Less common symptoms of a cold include:,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,a sore throat,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,muscle aches,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,a feeling of pressure in your ears and face,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,generally feeling unwell,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,loss of taste and smell,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,mild irritation of your eyes,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,"are fairly mild, so you can still get around and are usually well enough to go to work",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,come on slowly,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,"usually include a headache, high temperature (fever) and sore muscles",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,a hoarse voice,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,"It can sometimes be difficult to tell if you have a cold or flu, as the symptoms can be similar. The main differences are that flu symptoms:",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,Cold symptoms:,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Common cold,mainly affect your nose and throat,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,common cold,C,Common cold
Concussion,feeling nauseous (sick),https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/concussion/,concussion,C,Concussion
Concussion,being dizzy,https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/concussion/,concussion,C,Concussion
Concussion,"They may also complain about physical symptoms, including:",https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/concussion/,concussion,C,Concussion
Concussion,"They can return to competitive sport, as long as they’ve not had any symptoms for 14 days.",https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/concussion/,concussion,C,Concussion
Concussion,having a headache,https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/concussion/,concussion,C,Concussion
Concussion,"If symptoms do become worse, stay at the same stage and phone NHS 24 on 111 for advice.",https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/concussion/,concussion,C,Concussion
Concussion,"The most common causes of concussion are falls and violence. They also often happen when someone is playing sport. If you think someone may have a concussion, they should stop doing any sport immediately. Remember, if in doubt, sit them out.",https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/concussion/,concussion,C,Concussion
Concussion,feeling stunned or dazed,https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/concussion/,concussion,C,Concussion
Concussion,Some symptoms of concussion indicate that there may be a severe head injury.,https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/concussion/,concussion,C,Concussion
Concussion,"problems with their sight, like “seeing stars” or having blurry vision",https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/concussion/,concussion,C,Concussion
Concussion,It can take up to 72 hours after an injury for symptoms of concussion to appear.,https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/concussion/,concussion,C,Concussion
Concussion,"In some cases, symptoms of a concussion can last more than 28 days. This is called post-concussion syndrome. If someone’s concussion symptoms last for more than 28 days, they should contact their GP practice.",https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/concussion/,concussion,C,Concussion
Congenital heart disease,shortness of breath,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,There are some symptoms that are present in both cyanotic and acyanotic heart disease.,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,fatigue,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,"In cases of TGA, the pulmonary artery is attached to the left side of the heart, and the aorta is attached to the right side of the heart. This leads to oxygen-low blood, which should be pumped into the lungs, being pumped around the body, causing symptoms of cyanotic heart disease.",https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,problems feeding,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,"swelling of their hands, feet and ankles",https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,delayed growth,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,headache,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,Noonan syndrome,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,shortness of breath after exercising,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,"A chest X-ray of the heart and lungs can check whether there are any abnormalities in the lungs, or whether the heart is larger than normal. Both of these can be signs of congenital heart disease.",https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,"Because the aortic valve is the main route for oxygen-rich blood to supply the body, the narrowing can lower the body’s oxygen supply, which can cause symptoms of breathlessness and dizziness.",https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,dizziness,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,"If your baby is born with acyanotic heart disease, their symptoms may not become immediately apparent for several months, or possibly years, after birth.",https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,severe tiredness,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,muscular aches and pains,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,The symptoms of acyanotic heart disease include:,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,Possible signs that your child may have a cyanotic heart disease include:,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,weakness and fatigue,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,"As the body’s cells and tissue are not receiving enough oxygen, the child will develop symptoms of cyanotic heart disease.",https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,palpitations,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,poor appetite and feeding difficulties,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,coughs,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,"In addition, the blood pressure in the lungs is often too high. This is known as pulmonary hypertension and can damage the lungs and cause symptoms such as:",https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,"Sometimes, their oxygen levels can fall further and cause additional symptoms such as anxiety and confusion or disorientation.",https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,chills,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,cyanotic heart disease,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,"a blue coloured tinge to the lips, fingers and toes (cyanosis)",https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,"Babies born with acyanotic heart disease may not have any apparent symptoms but, over time, the condition can cause health problems.",https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,Babies born with Tetralogy of Fallot (TOF) who are experiencing severe symptoms of breathlessness may require emergency surgery such as a Blalock-Taussig shunt (a BT shunt).,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,sweating (including night sweats),https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,chest pain,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,fever,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,They may also experience symptoms of:,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,"sweating, particularly when a baby is feeding",https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,fainting,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,chest pains,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,acyanotic heart disease,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,The symptoms of cyanotic heart disease include:,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,Symptoms of endocarditis include:,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,breathlessness,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,Turner syndrome,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,"Research into the causes and improved treatments have meant that, 80% of children with congenital heart disease will survive into adulthood.",https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,tiredness after exercising,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,slow growth,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,You should contact your GP if your child has any of the above symptoms. Further testing can confirm or disprove a diagnosis of congenital heart disease.,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,shortness of breath (particularly during activities such as climbing the stairs),https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Congenital heart disease,breathing problems,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,congenital heart disease,C,Congenital heart disease
Conjunctivitis,The 3 most common causes of this inflammation are:,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/,conjunctivitis,C,Conjunctivitis
Conjunctivitis,redness,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/,conjunctivitis,C,Conjunctivitis
Conjunctivitis,itching,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/,conjunctivitis,C,Conjunctivitis
Conjunctivitis,pus that sticks to the eyelashes,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/,conjunctivitis,C,Conjunctivitis
Conjunctivitis,Conjunctivitis usually causes symptoms in both eyes like:,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/,conjunctivitis,C,Conjunctivitis
Conjunctivitis,Irritant conjunctivitis will ease when whatever is causing the symptoms is removed.,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/,conjunctivitis,C,Conjunctivitis
Conjunctivitis,You may be prescribed antibiotics to treat a bacterial infection. But these won’t work if the symptoms are caused by a virus or an allergy.,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/,conjunctivitis,C,Conjunctivitis
Conjunctivitis,a burning or gritty feeling,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/,conjunctivitis,C,Conjunctivitis
Conjunctivitis,Complete our self-help guide to check your symptoms and find out what to do next.,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/,conjunctivitis,C,Conjunctivitis
Conjunctivitis,Speak to a pharmacist for advice about conjunctivitis. They can suggest eyedrops or antihistamines to help with your symptoms.,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/,conjunctivitis,C,Conjunctivitis
Conjunctivitis,inflammation,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/,conjunctivitis,C,Conjunctivitis
Conjunctivitis,watering,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/,conjunctivitis,C,Conjunctivitis
Conjunctivitis,These can be signs of a more serious eye problem.,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/,conjunctivitis,C,Conjunctivitis
Constipation,"anorectal manometry – where a small device with a balloon at one end is inserted into your rectum and attached to a machine that measures pressure readings from the balloon as you squeeze, relax and push your rectum muscles; this gives an idea of how well the muscles and nerves in and around your rectum are working",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,"Your pharmacist will ask you some questions about your bowel habits. Don’t feel embarrassed about discussing this with your pharmacist. It’s important they’re aware of all of your symptoms, so they can make the correct diagnosis.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,transit study examination – where you take a short course of special capsules that show up on X-rays; one or more X-rays are taken later on to see how long it takes for the capsules to pass through your digestive system,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,having a high temperature (fever),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,loss of appetite,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,"Constipation is a very common condition. Your pharmacist won’t usually need to carry out any tests or procedures, but will confirm a diagnosis based on your symptoms and medical history.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,"not eating enough fibre, such as fruit, vegetables and cereals",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,"being irritable, angry or unhappy",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,aluminium antacids (medicine to treat indigestion),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,"The symptoms of piles often settle down after a few days without treatment. However, creams and ointments are available to reduce any itching or discomfort.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,anxiety or depression,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,diuretics (water tablets),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,The condition affects twice as many women as men and is also more common in older adults and during pregnancy.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,"The severity of constipation varies from person to person. Many people only experience constipation for a short time, but for others, constipation can be a long-term (chronic) condition that causes significant pain and discomfort and affects quality of life.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,"opiate painkillers, such as codeine and morphine",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,"Constipation rarely causes any complications or long-term health problems. Treatment is usually effective, particularly if it’s started promptly.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,"psychiatric problems, such as those brought on by sexual abuse, violence or trauma",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,antidepressants,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,ignoring the urge to pass stools,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,feeling bloated,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,immobility or lack of exercise,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,stomach pain and discomfort,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,Constipation is a common condition that affects people of all ages. It can mean that you’re not passing stools regularly or you’re unable to completely empty your bowel.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,feeling sick,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,"In many cases, it’s possible to relieve the symptoms by making dietary and lifestyle changes.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,antiepileptics (medicine to treat epilepsy),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,being underweight or overweight,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,generally feeling unwell,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,"Treatment for constipation depends on the cause, how long you’ve had it and how severe your symptoms are.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,a lack of energy,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,stomach ache and cramps,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,foul-smelling wind and stools,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,"a change in your routine or lifestyle, such as a change in your eating habits",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,having limited privacy when using the toilet,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,not drinking enough fluids,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,calcium supplements,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,iron supplements,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,Read more about the symptoms of constipation.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,Read more about the causes of constipation.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,"For most people constipation rarely causes complications, but people with long-term constipation can develop:",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,Other symptoms of constipation can include:,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
Constipation,antipsychotics (medicine to treat schizophrenia and other mental health conditions),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,constipation,C,Constipation
